Club Name,Location - Country,Location - City,Screening Date - Year,Screening Date - Month,Screening Date - Day,Local Release Title,Original Title,US Release Title or English Translation,Director,Year of Production,Country of Production,Duration,Series Theme,,Nature of Screening,Provenance of Print,Other Notes
Gente de Cine,Argentina,Buenos Aires,1948,,,Castillos de la Bohemia,,,,,Czechoslovakia,feature,Cine checoslovaco,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Extasis,Ektase,,Gustav Machaty,1933,Czechoslovakia,feature,Cine checoslovaco,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,La insumisa,,,Jan Svoboda,1945,Czechoslovakia,feature,Cine checoslovaco,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Sueño de Navidad,,,Borjov Zanen,1946,Czechoslovakia,feature,Cine checoslovaco,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Artes de fuego,,,,1945,France,short,Documentales franceses,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,"Rouen, martirio de una ciudada",Rouen,,"Wotiz, Paellas",1945,France,short,Documentales franceses,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,,Les jardins de la France,,,1945,France,short,Documentales franceses,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Mayol,Mailol,,Jean Lods,1945,France,short,Documentales franceses,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,El nacimiento del cine,La naissance du cinéma,,Roger Leenhardt,1945,France,feature,Documentales franceses,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,La fuga,,,Luis Saslavsky,1937,Argentina,feature,Films de Luis Saslavsky,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Ceniza al viento,,,Luis Saslavsky,1942,Argentina,feature,Films de Luis Saslavsky,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Camino del infierno,,,Luis Saslavsky,1944,Argentina,feature,Films de Luis Saslavsky,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Historia de una mala mujer,,,Luis Saslavsky,1948,Argentina,feature,Films de Luis Saslavsky,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,La rueda,La roue,,Abel Gance,1921,France,feature,Cine francés mudo,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,El canto del amor trinunfante,Le chant de l'amour triomphant,,Viaceslav T. Tourjanski,1923,France,feature,Cine francés mudo,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,El viaje imaginario,Le voyage imaginaire,,René Clair,1925,France,feature,Cine francés mudo,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1948,,,La presa del viento,La proie du vent,,René Clair,1926,France,feature,Cine francés mudo,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1948,,,"Miguel Strogoff, el correo secreto del Zar","Michel Strogoff, der kurier des Zarem",,Viaceslav T. Tourjanski,1926,France,feature,Cine francés mudo,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,El barón fantasma,Le baron fantôme,,Serge de Poligny,1943,France,feature,Aspectos del cine francés,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Eterno retorno,L'eternel retour,,Jean Delannoy,1943,France,feature,Aspectos del cine francés,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Torrentes de pasión,Torrents,,Christian Jaque,1946,France,feature,Aspectos del cine francés,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,El diablo y la dama,Le diable au corps,,Claude Autant-Lara,1946,France,feature,Aspectos del cine francés,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Mr. Vincent,Monsieur Vincent,,Maurice Cloche,1946,France,feature,Aspectos del cine francés,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Crimen en París,Quai des orfevres,,Henri Georges Clouzot,1947,France,feature,Aspectos del cine francés,,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Carnet de baile,Carnet de bal,,Julien Duvivier,1937,France,feature,De la obra de Julien Duvivier,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,La Francia eterna,Un tel père et fils,,Julien Duvivier,1939,France,feature,De la obra de Julien Duvivier,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Pánico,Panique,,Julien Duvivier,1946,France,feature,De la obra de Julien Duvivier,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Nosotros los Goupi,Goupi mains rouges,,Jacques Becker,1942,France,feature,De la obra de Jacques Becker,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Traje de novia,Falbalas,,Jacques Becker,1944,France,feature,De la obra de Jacques Becker,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Nosotros dos,Antoine et Antoinette,,Jacques Becker,1947,France,feature,De la obra de Jacques Becker,,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1948,,,La diligencia,Stagecoach,,John Ford,1939,United States,feature,De la obra de John Ford,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Sangre de héroes,My Darling Clementine,,John Ford,1946,United States,feature,De la obra de John Ford,,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1948,,,El fugitivo,The Fugitive,,John Ford,1947,United States,feature,De la obra de John Ford,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,En el país de Jauja,Hans Trutz in Schlaraffenland ,,Paul Wegener,1917,Germany,short,Homenaje a Paul Wegener,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Alruna o La mandrágora,Alraune,,Henrik Galeen,1928,Germany,feature,Homenaje a Paul Wegener,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Augusto el fuerte,August der stärke,,Paul Wegener,1936,"Germany, Poland",feature,Homenaje a Paul Wegener,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,El corazón inmortal,Das unsterbliche Herz,,Veit Harlan,1939,Germany,feature,Homenaje a Paul Wegener,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Los visitantes de la noche,Les visiteurs du soir,,Marcel Carné,1942,France,feature,De la obra de Marcel Carné,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Sombras del paraíso,Les enfants du paradis,,Marcel Carné,1944,France,feature,De la obra de Marcel Carné,,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Puertas de ensueño,,,C. Maneo Sanz,1941,Argentina,feature,Cine argentino,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Mis cinco hijos,,,B. Spoliansky,1948,Argentina,feature,Cine argentino,,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Prisioneros de la tierra,,,Mario Soffici,1939,Argentina,feature,Homenaje personal a Ulises Petit du Murat,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1948,,,La guerra gaucha,,,Lucas Demare,1942,Argentina,feature,Homenaje personal a Ulises Petit du Murat,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Todo un hombre,,,Pierre Chenal,1943,Argentina,feature,Homenaje personal a Ulises Petit du Murat,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,La gran tentación ,,,Ernesto Arancibia,1948,Argentina,feature,Homenaje personal a Ulises Petit du Murat,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Tierra del Fuego,,,Mario Soffici,1948,Argentina,feature,Homenaje personal a Ulises Petit du Murat,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,La extraña aventura de David Gray,Vampyr,,Carl Theodor Dreyer,1931,"France, Germany",feature,Aspectos del cine francés,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1949,,,París que ríe,14 juillet,,René Clair,1933,France,feature,Aspectos del cine francés,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1949,,,El gran juego,Le grand jeu,,Jacques Feyder,1934,France,feature,Aspectos del cine francés,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Los bajos fondos,Les bas fonds,,Jean Renoir,1936,France,feature,Aspectos del cine francés,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,El muelle de los brumos,Quai des brumes,,Marcel Carné,1938,France,feature,Aspectos del cine francés,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,La marsellesa,La marseillaise,,Jean Renoir,1938,France,feature,Aspectos del cine francés,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,,Volpone,,Maurice Tourneur,1939,France,feature,Aspectos del cine francés,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,En una noche de Navidad,L'assassinat du Père Noël,,Christian Jaque,1941,France,feature,Aspectos del cine francés,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Los visitantes de la noche,Les visiteurs du soir,,Marcel Carné,1942,France,feature,Aspectos del cine francés,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Los visitantes de la noche,Les enfants du paradis,,Marcel Carné,1944,France,feature,Aspectos del cine francés,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Magia negra,Sortilèges,,Christian Jaque,1944,France,feature,Aspectos del cine francés,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,El silencio es oro,Le silence est d'or ,,René Clair,1947,France,feature,Aspectos del cine francés,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Un sombrero de paja de Italia,Un chapeau de paille d'Italie,,,1927,France,feature,Dos versiones de una comedia,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1949,,,El sombrero florentino,Der florentiner hut,,Wolfgang Liebeneimer,1939,Germany,feature,Dos versiones de una comedia,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,"Gabinete del Dr. Caligari, El","Cabinet des Dr. Caligari, Das",,Robert Wiene,1920,Germany,feature,Aspectos del cine alemán (1919-1933),,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,,Danton,,Dmitri Buchowetzki,1921,Germany,feature,Aspectos del cine alemán (1919-1933),,repeat,,
Gente de Cine,Argentina,Buenos Aires,1949,July,9,Sombras,Schatten,,Arthur Robison,1922,Germany,feature,Aspectos del cine alemán (1919-1933),,,,
Gente de Cine,Argentina,Buenos Aires,1949,July,16,"Gabinete de las figuras de cera, El",Das wachsenfiguren kabinett,,Paul Leni,1924,Germany,feature,Aspectos del cine alemán (1919-1933),,,,
Gente de Cine,Argentina,Buenos Aires,1949,July,2,La última carcajada,Der letzte mann,,F.W. Murnau,1924,Germany,feature,Aspectos del cine alemán (1919-1933),,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Tartufo,Tartuffe,,F.W. Murnau,1925,Germany,feature,Aspectos del cine alemán (1919-1933),,repeat,,
Gente de Cine,Argentina,Buenos Aires,1949,,,El amor de Juana Ney,Der liebe der Jeanne Ney,,G.W. Pabst,1927,Germany,feature,Aspectos del cine alemán (1919-1933),,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,El ángel azul,Der blaue engel,,Josef von Sternberg,1930,Germany,feature,Aspectos del cine alemán (1919-1933),,repeat,,
Gente de Cine,Argentina,Buenos Aires,1949,July,23,La tragedia de la mina,Kameradschaft,,G.W. Pabst,1931,Germany,feature,Aspectos del cine alemán (1919-1933),,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,El congreso baila,Der kongress tanzt,,Erik Charrell,1931,Germany,feature,Aspectos del cine alemán (1919-1933),,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,El testamento del doctor Mabuse,Das testament von doktor Mabuse,,Fritz Lang,1932,Germany,feature,Aspectos del cine alemán (1919-1933),,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,La isla de los demonios,,,Gustav von Plessen,1933,Germany,feature,Aspectos del cine alemán (1919-1933),,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Guillermo Tell,,,Heinz Paul,1933,Germany,feature,Aspectos del cine alemán (1919-1933),,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,La sangre de un poeta,Le sang d'un poete,,Jean Cocteau,1930,France,feature,Cine de vanguardia,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,La tierra sin pan,Les hurdes,,Luis Buñuel,1932,France,feature,Cine de vanguardia,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,El desconocido,The Passing of the Third Floor Back,,Berthold Viertel,1935,United Kingdom,feature,Aspectos del cine inglés,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Al morir la noche,Dead of Night,,"Albert Cavalcanti, Basil Dearden, Robert Hamer, Charles Crichton",1941,United Kingdom,feature,Aspectos del cine inglés,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Lo que no fue,Brief Encounter,,David Lean,1946,United Kingdom,feature,Aspectos del cine inglés,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Larga es la noche,Odd Man Out,,Carol Reed,1946,United Kingdom,feature,Aspectos del cine inglés,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Gran Hotel,Grand Hotel,,Edmund Goulding,1932,United States,feature,Homenaje a Wallace Beery,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,La parodia de Carmen,Carmen,,Charles Chaplin,1916,United States,short,Aspectos del cine americano,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,La carreta,The Covered Wagon,,James Cruze,1923,United States,feature,Aspectos del cine americano,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Hombres del mar,The Long Voyage Home,,John Ford,1940,United States,feature,Aspectos del cine americano,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Conciencias muertas,The Ox-Bow Incident,,William Wellman,1942,United States,feature,Aspectos del cine americano,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1949,,,El amor a la tierra,The Southerner,,Jean Renoir,1945,United States,feature,Aspectos del cine americano,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Memorias de una doncella,Diary of a Chambermaid,,Jean Renoir,1946,United States,feature,Aspectos del cine americano,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Suplicio,Hets,,Alf Sjoberg,1944,Sweden,feature,Cine sueco,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Enrique V,Henry V,,Laurence Olivier,1944,United Kingdom,feature,Interpretación de Shakespeare en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,La tragedia de Macbeth,Macbeth,,Orson Welles,1948,United States,feature,Interpretación de Shakespeare en el cine,,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1949,,,El muro,,,Leopoldo Torre Nilsson,1949,Argentina,short,Cine experimental argentino,,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1949,,,La ciudad frente al río,,,Enrico Gras,1949,Argentina,short,Cine experimental argentino,,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1949,,,La conquista del Polo,A la conquête du Pole,,Georges Méliès,1912,France,short,Cortometraje francés,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,La reina de las mariposas,La reine des papillons,,Ladislas Starevich,1928,France,short,Cortometraje francés,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1949,,,El Ródano,La Rhône,,Andrés Gillet,1943,France,short,Cortometraje francés,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,A 18 metros de profunidad,Par 18 metres de fond,,Jacques Yves Costeau,1943,France,short,Cortometraje francés,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,,Aubusson,,Jean Lods,1946,France,short,Cortometraje francés,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1949,,,La obra científica de Pasteur,L'oeuvre scientifique de Pasteur,,"Georges Rouquier, Jean Painlevé",1947,France,short,Cortometraje francés,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,La rosa y el resedá,La rose et le reseda,,André Michel,1947,France,short,Cortometraje francés,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Domingos en Alsacia,Dimanches en Alsace,,Jean Tedesco,1948,France,short,Cortometraje francés,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,El evangelio de piedra,L'evangile de la pièrre,,André Bureau,1949,France,short,Cortometraje francés,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,El río,The River,,Pare Lorentz,1938,United States,short,Cortometraje americano,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,La peste alada,Winged Scourge,,Walt Disney,1943,United States,short,Cortometraje americano,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1949,,,La pintura moderna en los Estados Unidos,Art Discovers America,,Alfredo Valente,1943,United States,short,Cortometraje americano,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Vida submarina,,,,1943,United States,short,Cortometraje americano,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Reto a Hollywood,,,March of Time,1947,United States,short,Cortometraje americano,,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,A 2000 metros de altura,,,,1947,United States,short,Cortometraje americano,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Viñas de ira,Grapes of Wrath,,John Ford,1940,United States,feature,De la obra de John Ford,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,,,El camino del tabaco,Tobacco Road,,John Ford,1941,United States,feature,De la obra de John Ford,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Una sombra que pasa,Death Takes a Holiday,,Mitchell Leisen,1934,United States,feature,El tema de la muerte,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Horas robadas,On Borrowed Time,,Harold S. Bucquet,1939,United States,feature,El tema de la muerte,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,September,2,Entre dos mundos,Between Two Worlds,,Edward Blatt,1944,United States,feature,El tema de la muerte,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Un paso en el sol,A Walk in the Sun,,Lewis Milestone,1946,United States,feature,El tema de la guerra,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,La eterna ninfa,The Constant Nymph,,Basil Dean,1933,United Kingdom,feature,Aspectos del cine inglés,,,,
Gente de Cine,Argentina,Buenos Aires,1950,July,8,El hombre de Aran,Man of Aran,,Robert Flaherty,1934,United Kingdom,feature,Aspectos del cine inglés,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Un muerto que huye,Break the News,,René Clair,1938,United Kingdom,feature,Aspectos del cine inglés,,,,
Gente de Cine,Argentina,Buenos Aires,1950,July,8,La hostería solitaria,The Half-Way House,,Basil Dearden,1943,United Kingdom,feature,Aspectos del cine inglés,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Arcilla en colores,,,,,United Kingdom,short,Documentales británicos,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,El jardín del mundo,,,,,United Kingdom,short,Documentales británicos,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Correo nocturno,Night Mail,,Basil Wright and Harry Watt,1936,United Kingdom,short,Documentales británicos,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Arquitectos de Inglaterra,Architects of Britain,,John Eldridge,1941,United Kingdom,short,Documentales británicos,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,S.M. el algodón,,,John K. Curthoys,1941,United Kingdom,short,Documentales británicos,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,,Macbeth,,Henry Cass,1945,United Kingdom,short,Documentales británicos,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Un espectro travieso,Blithe Spirit,,David Lean,1944,United Kingdom,feature,De la obra de David Lean,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Grandes ilusiones,Great Expectations,,David Lean,1946,United Kingdom,feature,De la obra de David Lean,,,,
Gente de Cine,Argentina,Buenos Aires,1950,June,24,El diablo en la ciudad,Le diable dans la ville,,Germaine Dulac,1924,France,feature,Aspectos del cine francés,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Piel de durazno,Peau de peche,,"Jean-Benoit Levy, Marie Epstein",1925,France,feature,Aspectos del cine francés,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,,Nana,,Jean Renoir,1926,France,feature,Aspectos del cine francés,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Tumultos,Tumultes,,Robert Siodmak,1932,France,feature,Aspectos del cine francés,,,,
Gente de Cine,Argentina,Buenos Aires,1950,August,26,La casa en la duna,La maison dans la dune,,Pierre Billon,1933,France,feature,Aspectos del cine francés,,,,
Gente de Cine,Argentina,Buenos Aires,1950,June,24,Esposa por una noche,Remous,,Edmond Th. Greville,1934,France,feature,Aspectos del cine francés,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,El misterioso Mr. Flow,Mr. Flow,,Robert Siodmak,1936,France,feature,Aspectos del cine francés,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Los desparecidos de Saint-Agil,Les disparus de Saint-Agile,,Christian Jaque,1938,France,feature,Aspectos del cine francés,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Las tres luces,Der müde Tod,,Fritz Lang,1921,Germany,feature,De la obra de Fritz Lang,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,,,"M, el vampiro negro","M, ein stadt sucht einen morder",,Fritz Lang,1931,Germany,feature,De la obra de Fritz Lang,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,,,El testamento del doctor Mabuse,Das testament von doktor Mabuse,,Fritz Lang,1931,Germany,feature,De la obra de Fritz Lang,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Nahuel Huapi,,,Carlos Alberto Pessano,1940,Argentina,short,Documentales argentinos,,,,
Gente de Cine,Argentina,Buenos Aires,1950,September,30,Tigre,,,Carlos Alberto Pessano,1941,Argentina,short,Documentales argentinos,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Playa Grande,,,Carlos Alberto Pessano,1941,Argentina,short,Documentales argentinos,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Trasandino,,,Fernando Ayala,1949,Argentina,short,Documentales argentinos,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Hombres para el mar,,,Héctor Brunengo Dallier,1949,Argentina,short,Documentales argentinos,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,En tierras del silencio,,,Pedro P. Bravo,1949,Argentina,short,Documentales argentinos,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Buenos Aires,,,Sebastián Rives,1950,Argentina,short,Documentales argentinos,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Bésame otra vez,Kiss Me Again,,Ernst Lubitsch,1925,United States,feature,Dos versiones de una comedia,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Qué sabes tú de amor?,That Uncertain Feeling,,,1941,United States,feature,Dos versiones de una comedia,,,,
Gente de Cine,Argentina,Buenos Aires,1950,September,16,Despertar de primavera,,,Pietro Francisi,1946,Italy,short,Documentales italianos,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,September,16,Los cielos de Tiepolo,,,Giorgio Graziosi,1946,Italy,short,Documentales italianos,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Fantasia submarina,,,Roberto Rossellini,1946,Italy,short,Documentales italianos,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Todos en peligro,,,,,Norway,,Cine noruego,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,La isla secreta,,,,,Norway,,Cine noruego,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Chicos de la calle,Gategütter,,"Ulf Greber, Arne Skouen",1948,Norway,feature,Cine noruego,,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1950,,,La sangre de un poeta,Le sang d'un poete,,Jean Cocteau,1930,France,feature,Cine de vanguardia,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,,,La tierra sin pan,Les hurdes,,Luis Buñuel,1932,Spain,,Cine de vanguardia,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,,,El mundo del sky,,,,,Denmark,,Cine danés,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,El paraíso de la nieve,,,,,Denmark,,Cine danés,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Al norte del círculo ártico,,,,,Denmark,,Cine danés,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Alcanzando el ferryboat,De naaede foergen,,Carl Theodor Dreyer,1948,Denmark,feature,Cine danés,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,,Amore (La voix humaine - Il miracolo),,Roberto Rossellini,1948,Italy,feature,Del neorrealismo italiano,,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1950,August,26,"Nosferatu, el vampiro",Nosferatu,,F.W. Murnau,1922,Germany,feature,De la obra de F.W. Murnau,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Tartufo,Tartuffe,,F.W. Murnau,1925,Germany,feature,De la obra de F.W. Murnau,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Poema 8,,,Alfredo Rubio,1950,Argentina,short,Cine amateur argentino,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,La gesta inmortal,,,"Roberto Robertie, Carlos Barrios Barón",1950,Argentina,short,Cine amateur argentino,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,El callejón despierta,,,Armando Garbi,1950,Argentina,short,Cine amateur argentino,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,El crimen de Oribe,,,Leopoldo Torre Nilsson,1950,Argentina,feature,Cine argentino,,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Con el sudor de tu frente,,,Román Viñoly Barreto,1950,Argentina,feature,Cine argentino,,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Enrique V,Henry V,,Laurence Olivier,1944,United Kingdom,feature,Shakespeare en el cine,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,,,,Macbeth,,Henry Cass,1945,United Kingdom,feature,Shakespeare en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,La tragedia de Macbeth,Macbeth,,Orson Welles,1948,United States,feature,Shakespeare en el cine,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Extasis,Ekstase,,Gustav Machaty,1933,Czechoslovakia,feature,De la obra de Gustav Machaty,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Celos trágicos,Jealousy,,Gustav Machaty,1945,United States,feature,De la obra de Gustav Machaty,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Astucia feminina,,,,,Germany,,Aspectos del cine alemán,,,,
Gente de Cine,Argentina,Buenos Aires,1950,September,23,La canción de Werner,,,,,Germany,,Aspectos del cine alemán,,excerpt,,
Gente de Cine,Argentina,Buenos Aires,1950,September,23,En el país de Jauja,Hans Trutz in Schlaraffenland ,,Paul Wegener,1917,Germany,short,Aspectos del cine alemán,,excerpt,,
Gente de Cine,Argentina,Buenos Aires,1950,,,"Nosferatu, el vampiro",Nosferatu,,F.W. Murnau,1922,Germany,feature,Aspectos del cine alemán,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,,,,I.N.R.I.,,Robert Wiene,1923,Germany,feature,Aspectos del cine alemán,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Celos,Eifersucht,,Karl Grüne,1925,Germany,feature,Aspectos del cine alemán,,,,
Gente de Cine,Argentina,Buenos Aires,1950,August,26,Los tejedores,Die weber,,William Dieterle,1926,Germany,feature,Aspectos del cine alemán,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Lulú o La caja de Pandora,Die büchse der Pandora,,G.W. Pabst,1929,Germany,feature,Aspectos del cine alemán,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,La melodía del mundo,Melodie der welt,,Walter Ruttman,1929,Germany,feature,Aspectos del cine alemán,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,,,En el frente 1918 o Cuatro de infantería,"Westfront 1918, Vier von der infanterie",,G.W. Pabst,1930,Germany,feature,Aspectos del cine alemán,,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,La isla de los demonios,,,Gustav von Plessen,1933,Germany,feature,Aspectos del cine alemán,,repeat,,
